0 0.032378205061
1 0.0128557691909
2 0.00676101760473
3 0.00427203531377
4 0.00309775647009
5 0.00208954332105
6 0.00149318914162
7 0.00113621798024
8 0.000671274056367
9 0.000402043280337
10 0.000273237186248
11 0.00018229167099
12 0.0001229967978
13 7.39182708821e-05
14 3.86618597804e-05
15 2.18349363604e-05
16 1.46233977284e-05
17 5.00801294038e-06
18 1.20192311442e-06
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.0
37 0.0
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 0.0
49 0.0
