... loading data
training member 0
epoch 1, minibatch 500/500, validation error 16.380000 %
epoch 2, minibatch 500/500, validation error 13.800000 %
epoch 3, minibatch 500/500, validation error 12.520000 %
epoch 4, minibatch 500/500, validation error 11.800000 %
epoch 5, minibatch 500/500, validation error 11.100000 %
epoch 6, minibatch 500/500, validation error 10.510000 %
epoch 7, minibatch 500/500, validation error 9.940000 %
epoch 8, minibatch 500/500, validation error 9.380000 %
epoch 9, minibatch 500/500, validation error 8.830000 %
epoch 10, minibatch 500/500, validation error 8.370000 %
epoch 11, minibatch 500/500, validation error 8.070000 %
epoch 12, minibatch 500/500, validation error 7.770000 %
epoch 13, minibatch 500/500, validation error 7.530000 %
epoch 14, minibatch 500/500, validation error 7.310000 %
epoch 15, minibatch 500/500, validation error 7.050000 %
epoch 16, minibatch 500/500, validation error 6.730000 %
epoch 17, minibatch 500/500, validation error 6.520000 %
epoch 18, minibatch 500/500, validation error 6.440000 %
epoch 19, minibatch 500/500, validation error 6.280000 %
epoch 20, minibatch 500/500, validation error 6.120000 %
epoch 21, minibatch 500/500, validation error 6.110000 %
epoch 22, minibatch 500/500, validation error 5.980000 %
epoch 23, minibatch 500/500, validation error 5.820000 %
epoch 24, minibatch 500/500, validation error 5.650000 %
epoch 25, minibatch 500/500, validation error 5.570000 %
epoch 26, minibatch 500/500, validation error 5.350000 %
epoch 27, minibatch 500/500, validation error 5.280000 %
epoch 28, minibatch 500/500, validation error 5.170000 %
epoch 29, minibatch 500/500, validation error 5.120000 %
epoch 30, minibatch 500/500, validation error 5.070000 %
epoch 31, minibatch 500/500, validation error 5.020000 %
epoch 32, minibatch 500/500, validation error 4.920000 %
epoch 33, minibatch 500/500, validation error 4.860000 %
epoch 34, minibatch 500/500, validation error 4.780000 %
epoch 35, minibatch 500/500, validation error 4.690000 %
epoch 36, minibatch 500/500, validation error 4.630000 %
epoch 37, minibatch 500/500, validation error 4.570000 %
epoch 38, minibatch 500/500, validation error 4.540000 %
epoch 39, minibatch 500/500, validation error 4.460000 %
epoch 40, minibatch 500/500, validation error 4.430000 %
epoch 41, minibatch 500/500, validation error 4.370000 %
epoch 42, minibatch 500/500, validation error 4.250000 %
epoch 43, minibatch 500/500, validation error 4.200000 %
epoch 44, minibatch 500/500, validation error 4.190000 %
epoch 45, minibatch 500/500, validation error 4.140000 %
epoch 52, minibatch 500/500, validation error 4.120000 %
epoch 53, minibatch 500/500, validation error 4.110000 %
epoch 55, minibatch 500/500, validation error 4.110000 %
epoch 56, minibatch 500/500, validation error 4.030000 %
epoch 57, minibatch 500/500, validation error 4.000000 %
epoch 58, minibatch 500/500, validation error 3.970000 %
epoch 59, minibatch 500/500, validation error 3.950000 %
epoch 60, minibatch 500/500, validation error 3.930000 %
epoch 62, minibatch 500/500, validation error 3.920000 %
epoch 63, minibatch 500/500, validation error 3.900000 %
epoch 66, minibatch 500/500, validation error 3.880000 %
epoch 71, minibatch 500/500, validation error 3.860000 %
epoch 85, minibatch 500/500, validation error 3.820000 %
epoch 89, minibatch 500/500, validation error 3.780000 %
epoch 105, minibatch 500/500, validation error 3.730000 %
epoch 176, minibatch 500/500, validation error 3.710000 %
Selection : Best validation score of 3.71 %
training member 1
epoch 1, minibatch 500/500, validation error 19.180000 %
epoch 2, minibatch 500/500, validation error 15.880000 %
epoch 3, minibatch 500/500, validation error 14.160000 %
epoch 4, minibatch 500/500, validation error 12.920000 %
epoch 5, minibatch 500/500, validation error 11.990000 %
epoch 6, minibatch 500/500, validation error 11.330000 %
epoch 7, minibatch 500/500, validation error 10.500000 %
epoch 8, minibatch 500/500, validation error 9.820000 %
epoch 9, minibatch 500/500, validation error 9.210000 %
epoch 10, minibatch 500/500, validation error 8.730000 %
epoch 11, minibatch 500/500, validation error 8.300000 %
