... loading data
training member 0
epoch 1, minibatch 166/166, validation error 11.353535 %
epoch 2, minibatch 166/166, validation error 10.474747 %
epoch 3, minibatch 166/166, validation error 9.767677 %
epoch 4, minibatch 166/166, validation error 9.414141 %
epoch 5, minibatch 166/166, validation error 9.161616 %
epoch 6, minibatch 166/166, validation error 8.767677 %
epoch 7, minibatch 166/166, validation error 8.525253 %
epoch 8, minibatch 166/166, validation error 8.313131 %
epoch 9, minibatch 166/166, validation error 8.131313 %
epoch 10, minibatch 166/166, validation error 7.878788 %
epoch 11, minibatch 166/166, validation error 7.686869 %
epoch 12, minibatch 166/166, validation error 7.484848 %
epoch 13, minibatch 166/166, validation error 7.333333 %
epoch 14, minibatch 166/166, validation error 7.222222 %
epoch 15, minibatch 166/166, validation error 7.030303 %
epoch 16, minibatch 166/166, validation error 6.919192 %
epoch 17, minibatch 166/166, validation error 6.777778 %
epoch 18, minibatch 166/166, validation error 6.686869 %
epoch 19, minibatch 166/166, validation error 6.595960 %
epoch 20, minibatch 166/166, validation error 6.515152 %
epoch 21, minibatch 166/166, validation error 6.404040 %
epoch 22, minibatch 166/166, validation error 6.383838 %
epoch 23, minibatch 166/166, validation error 6.353535 %
epoch 24, minibatch 166/166, validation error 6.272727 %
epoch 25, minibatch 166/166, validation error 6.171717 %
epoch 26, minibatch 166/166, validation error 6.161616 %
epoch 27, minibatch 166/166, validation error 6.151515 %
epoch 28, minibatch 166/166, validation error 6.131313 %
epoch 29, minibatch 166/166, validation error 6.040404 %
epoch 30, minibatch 166/166, validation error 5.939394 %
epoch 31, minibatch 166/166, validation error 5.868687 %
epoch 32, minibatch 166/166, validation error 5.797980 %
epoch 33, minibatch 166/166, validation error 5.717172 %
epoch 34, minibatch 166/166, validation error 5.676768 %
epoch 35, minibatch 166/166, validation error 5.666667 %
epoch 36, minibatch 166/166, validation error 5.585859 %
epoch 37, minibatch 166/166, validation error 5.525253 %
epoch 38, minibatch 166/166, validation error 5.464646 %
epoch 39, minibatch 166/166, validation error 5.373737 %
epoch 40, minibatch 166/166, validation error 5.343434 %
epoch 41, minibatch 166/166, validation error 5.333333 %
epoch 42, minibatch 166/166, validation error 5.303030 %
epoch 43, minibatch 166/166, validation error 5.222222 %
epoch 45, minibatch 166/166, validation error 5.202020 %
epoch 46, minibatch 166/166, validation error 5.181818 %
epoch 47, minibatch 166/166, validation error 5.131313 %
epoch 48, minibatch 166/166, validation error 5.101010 %
epoch 49, minibatch 166/166, validation error 5.080808 %
epoch 50, minibatch 166/166, validation error 5.040404 %
epoch 51, minibatch 166/166, validation error 4.979798 %
epoch 52, minibatch 166/166, validation error 4.969697 %
epoch 53, minibatch 166/166, validation error 4.939394 %
epoch 54, minibatch 166/166, validation error 4.868687 %
epoch 56, minibatch 166/166, validation error 4.818182 %
epoch 57, minibatch 166/166, validation error 4.808081 %
epoch 58, minibatch 166/166, validation error 4.797980 %
epoch 60, minibatch 166/166, validation error 4.777778 %
epoch 61, minibatch 166/166, validation error 4.757576 %
epoch 62, minibatch 166/166, validation error 4.737374 %
epoch 63, minibatch 166/166, validation error 4.696970 %
epoch 64, minibatch 166/166, validation error 4.646465 %
epoch 65, minibatch 166/166, validation error 4.606061 %
epoch 66, minibatch 166/166, validation error 4.585859 %
epoch 67, minibatch 166/166, validation error 4.575758 %
epoch 71, minibatch 166/166, validation error 4.525253 %
epoch 72, minibatch 166/166, validation error 4.494949 %
epoch 73, minibatch 166/166, validation error 4.494949 %
epoch 74, minibatch 166/166, validation error 4.424242 %
epoch 75, minibatch 166/166, validation error 4.393939 %
epoch 76, minibatch 166/166, validation error 4.373737 %
epoch 77, minibatch 166/166, validation error 4.333333 %
epoch 78, minibatch 166/166, validation error 4.323232 %
epoch 81, minibatch 166/166, validation error 4.313131 %
epoch 82, minibatch 166/166, validation error 4.222222 %
epoch 83, minibatch 166/166, validation error 4.191919 %
epoch 86, minibatch 166/166, validation error 4.191919 %
epoch 100, minibatch 166/166, validation error 4.181818 %
epoch 101, minibatch 166/166, validation error 4.171717 %
epoch 102, minibatch 166/166, validation error 4.131313 %
epoch 125, minibatch 166/166, validation error 4.131313 %
epoch 127, minibatch 166/166, validation error 4.111111 %
epoch 148, minibatch 166/166, validation error 4.080808 %
Selection : Best validation score of 4.08080808081 %
training member 1
epoch 1, minibatch 166/166, validation error 12.111111 %
epoch 2, minibatch 166/166, validation error 10.373737 %
epoch 3, minibatch 166/166, validation error 9.525253 %
epoch 4, minibatch 166/166, validation error 9.111111 %
epoch 5, minibatch 166/166, validation error 8.727273 %
epoch 6, minibatch 166/166, validation error 8.494949 %
epoch 7, minibatch 166/166, validation error 8.272727 %
epoch 8, minibatch 166/166, validation error 8.050505 %
epoch 9, minibatch 166/166, validation error 7.909091 %
epoch 10, minibatch 166/166, validation error 7.656566 %
epoch 11, minibatch 166/166, validation error 7.525253 %
epoch 12, minibatch 166/166, validation error 7.303030 %
epoch 13, minibatch 166/166, validation error 7.141414 %
epoch 14, minibatch 166/166, validation error 7.060606 %
epoch 15, minibatch 166/166, validation error 6.848485 %
epoch 16, minibatch 166/166, validation error 6.797980 %
epoch 17, minibatch 166/166, validation error 6.636364 %
epoch 18, minibatch 166/166, validation error 6.474747 %
epoch 19, minibatch 166/166, validation error 6.343434 %
epoch 20, minibatch 166/166, validation error 6.313131 %
epoch 21, minibatch 166/166, validation error 6.262626 %
epoch 22, minibatch 166/166, validation error 6.181818 %
epoch 23, minibatch 166/166, validation error 6.101010 %
epoch 24, minibatch 166/166, validation error 6.020202 %
epoch 25, minibatch 166/166, validation error 5.909091 %
epoch 26, minibatch 166/166, validation error 5.828283 %
epoch 27, minibatch 166/166, validation error 5.747475 %
epoch 28, minibatch 166/166, validation error 5.686869 %
epoch 29, minibatch 166/166, validation error 5.595960 %
epoch 30, minibatch 166/166, validation error 5.565657 %
epoch 31, minibatch 166/166, validation error 5.505051 %
epoch 32, minibatch 166/166, validation error 5.464646 %
epoch 33, minibatch 166/166, validation error 5.454545 %
epoch 34, minibatch 166/166, validation error 5.393939 %
epoch 35, minibatch 166/166, validation error 5.373737 %
epoch 36, minibatch 166/166, validation error 5.343434 %
epoch 37, minibatch 166/166, validation error 5.242424 %
epoch 38, minibatch 166/166, validation error 5.151515 %
epoch 39, minibatch 166/166, validation error 5.111111 %
epoch 40, minibatch 166/166, validation error 5.080808 %
epoch 41, minibatch 166/166, validation error 5.040404 %
epoch 42, minibatch 166/166, validation error 5.000000 %
epoch 44, minibatch 166/166, validation error 4.979798 %
epoch 45, minibatch 166/166, validation error 4.959596 %
epoch 46, minibatch 166/166, validation error 4.898990 %
epoch 47, minibatch 166/166, validation error 4.818182 %
epoch 48, minibatch 166/166, validation error 4.777778 %
epoch 49, minibatch 166/166, validation error 4.767677 %
epoch 50, minibatch 166/166, validation error 4.757576 %
epoch 53, minibatch 166/166, validation error 4.686869 %
epoch 54, minibatch 166/166, validation error 4.616162 %
epoch 55, minibatch 166/166, validation error 4.565657 %
epoch 56, minibatch 166/166, validation error 4.474747 %
epoch 57, minibatch 166/166, validation error 4.424242 %
epoch 58, minibatch 166/166, validation error 4.414141 %
epoch 59, minibatch 166/166, validation error 4.404040 %
epoch 60, minibatch 166/166, validation error 4.363636 %
epoch 64, minibatch 166/166, validation error 4.363636 %
epoch 65, minibatch 166/166, validation error 4.343434 %
epoch 66, minibatch 166/166, validation error 4.333333 %
epoch 67, minibatch 166/166, validation error 4.323232 %
epoch 68, minibatch 166/166, validation error 4.292929 %
epoch 69, minibatch 166/166, validation error 4.262626 %
epoch 74, minibatch 166/166, validation error 4.191919 %
epoch 86, minibatch 166/166, validation error 4.181818 %
epoch 87, minibatch 166/166, validation error 4.151515 %
epoch 92, minibatch 166/166, validation error 4.141414 %
epoch 100, minibatch 166/166, validation error 4.121212 %
epoch 101, minibatch 166/166, validation error 4.080808 %
epoch 119, minibatch 166/166, validation error 4.020202 %
epoch 123, minibatch 166/166, validation error 4.010101 %
epoch 125, minibatch 166/166, validation error 3.989899 %
epoch 128, minibatch 166/166, validation error 3.959596 %
epoch 133, minibatch 166/166, validation error 3.939394 %
Selection : Best validation score of 3.93939393939 %
training member 2
epoch 1, minibatch 166/166, validation error 14.555556 %
epoch 2, minibatch 166/166, validation error 12.777778 %
epoch 3, minibatch 166/166, validation error 11.868687 %
epoch 4, minibatch 166/166, validation error 11.313131 %
epoch 5, minibatch 166/166, validation error 10.878788 %
epoch 6, minibatch 166/166, validation error 10.333333 %
epoch 7, minibatch 166/166, validation error 10.010101 %
epoch 8, minibatch 166/166, validation error 9.606061 %
epoch 9, minibatch 166/166, validation error 9.363636 %
epoch 10, minibatch 166/166, validation error 8.989899 %
epoch 11, minibatch 166/166, validation error 8.656566 %
epoch 12, minibatch 166/166, validation error 8.393939 %
epoch 13, minibatch 166/166, validation error 8.272727 %
epoch 14, minibatch 166/166, validation error 8.060606 %
epoch 15, minibatch 166/166, validation error 7.979798 %
epoch 16, minibatch 166/166, validation error 7.767677 %
epoch 17, minibatch 166/166, validation error 7.585859 %
epoch 18, minibatch 166/166, validation error 7.515152 %
epoch 19, minibatch 166/166, validation error 7.383838 %
epoch 20, minibatch 166/166, validation error 7.222222 %
epoch 21, minibatch 166/166, validation error 7.181818 %
epoch 22, minibatch 166/166, validation error 7.101010 %
epoch 23, minibatch 166/166, validation error 7.060606 %
epoch 24, minibatch 166/166, validation error 6.939394 %
epoch 25, minibatch 166/166, validation error 6.888889 %
epoch 26, minibatch 166/166, validation error 6.727273 %
epoch 27, minibatch 166/166, validation error 6.595960 %
epoch 28, minibatch 166/166, validation error 6.494949 %
epoch 29, minibatch 166/166, validation error 6.444444 %
epoch 30, minibatch 166/166, validation error 6.404040 %
epoch 31, minibatch 166/166, validation error 6.323232 %
epoch 32, minibatch 166/166, validation error 6.212121 %
epoch 33, minibatch 166/166, validation error 6.141414 %
epoch 34, minibatch 166/166, validation error 6.101010 %
epoch 35, minibatch 166/166, validation error 6.010101 %
epoch 36, minibatch 166/166, validation error 6.010101 %
epoch 37, minibatch 166/166, validation error 5.909091 %
epoch 38, minibatch 166/166, validation error 5.808081 %
epoch 39, minibatch 166/166, validation error 5.707071 %
epoch 40, minibatch 166/166, validation error 5.636364 %
epoch 41, minibatch 166/166, validation error 5.585859 %
epoch 42, minibatch 166/166, validation error 5.515152 %
epoch 43, minibatch 166/166, validation error 5.454545 %
epoch 45, minibatch 166/166, validation error 5.444444 %
epoch 46, minibatch 166/166, validation error 5.424242 %
epoch 48, minibatch 166/166, validation error 5.343434 %
epoch 49, minibatch 166/166, validation error 5.282828 %
epoch 50, minibatch 166/166, validation error 5.222222 %
epoch 51, minibatch 166/166, validation error 5.181818 %
epoch 53, minibatch 166/166, validation error 5.161616 %
epoch 54, minibatch 166/166, validation error 5.080808 %
epoch 55, minibatch 166/166, validation error 5.040404 %
epoch 56, minibatch 166/166, validation error 5.030303 %
epoch 57, minibatch 166/166, validation error 5.010101 %
epoch 58, minibatch 166/166, validation error 4.959596 %
epoch 59, minibatch 166/166, validation error 4.909091 %
epoch 60, minibatch 166/166, validation error 4.898990 %
epoch 61, minibatch 166/166, validation error 4.878788 %
epoch 64, minibatch 166/166, validation error 4.868687 %
epoch 65, minibatch 166/166, validation error 4.828283 %
epoch 67, minibatch 166/166, validation error 4.818182 %
epoch 68, minibatch 166/166, validation error 4.737374 %
epoch 71, minibatch 166/166, validation error 4.727273 %
epoch 75, minibatch 166/166, validation error 4.696970 %
epoch 76, minibatch 166/166, validation error 4.646465 %
epoch 80, minibatch 166/166, validation error 4.636364 %
epoch 82, minibatch 166/166, validation error 4.626263 %
epoch 84, minibatch 166/166, validation error 4.606061 %
epoch 86, minibatch 166/166, validation error 4.575758 %
epoch 89, minibatch 166/166, validation error 4.565657 %
epoch 90, minibatch 166/166, validation error 4.545455 %
epoch 91, minibatch 166/166, validation error 4.454545 %
epoch 101, minibatch 166/166, validation error 4.434343 %
epoch 102, minibatch 166/166, validation error 4.393939 %
epoch 103, minibatch 166/166, validation error 4.393939 %
epoch 104, minibatch 166/166, validation error 4.373737 %
epoch 105, minibatch 166/166, validation error 4.333333 %
epoch 106, minibatch 166/166, validation error 4.292929 %
epoch 117, minibatch 166/166, validation error 4.282828 %
epoch 118, minibatch 166/166, validation error 4.272727 %
epoch 121, minibatch 166/166, validation error 4.262626 %
epoch 125, minibatch 166/166, validation error 4.242424 %
epoch 126, minibatch 166/166, validation error 4.222222 %
epoch 151, minibatch 166/166, validation error 4.181818 %
epoch 165, minibatch 166/166, validation error 4.171717 %
Selection : Best validation score of 4.17171717172 %
training stack head
epoch 1, minibatch 166/166, validation error 3.252525 %
epoch 2, minibatch 166/166, validation error 3.242424 %
finished patience
Selection : Best validation score of 3.24242424242 %
