... loading data
training member 0
epoch 1, minibatch 166/166, validation error 11.151515 %
epoch 2, minibatch 166/166, validation error 10.353535 %
epoch 3, minibatch 166/166, validation error 9.848485 %
epoch 4, minibatch 166/166, validation error 9.424242 %
epoch 5, minibatch 166/166, validation error 9.080808 %
epoch 6, minibatch 166/166, validation error 8.747475 %
epoch 7, minibatch 166/166, validation error 8.545455 %
epoch 8, minibatch 166/166, validation error 8.282828 %
epoch 9, minibatch 166/166, validation error 8.101010 %
epoch 10, minibatch 166/166, validation error 7.989899 %
epoch 11, minibatch 166/166, validation error 7.808081 %
epoch 12, minibatch 166/166, validation error 7.585859 %
epoch 13, minibatch 166/166, validation error 7.424242 %
epoch 14, minibatch 166/166, validation error 7.333333 %
epoch 15, minibatch 166/166, validation error 7.161616 %
epoch 16, minibatch 166/166, validation error 7.030303 %
epoch 17, minibatch 166/166, validation error 6.818182 %
epoch 18, minibatch 166/166, validation error 6.717172 %
epoch 19, minibatch 166/166, validation error 6.606061 %
epoch 20, minibatch 166/166, validation error 6.414141 %
epoch 21, minibatch 166/166, validation error 6.353535 %
epoch 22, minibatch 166/166, validation error 6.252525 %
epoch 23, minibatch 166/166, validation error 6.181818 %
epoch 24, minibatch 166/166, validation error 6.111111 %
epoch 25, minibatch 166/166, validation error 6.010101 %
epoch 26, minibatch 166/166, validation error 5.919192 %
epoch 27, minibatch 166/166, validation error 5.828283 %
epoch 28, minibatch 166/166, validation error 5.737374 %
epoch 29, minibatch 166/166, validation error 5.666667 %
epoch 30, minibatch 166/166, validation error 5.616162 %
epoch 31, minibatch 166/166, validation error 5.585859 %
epoch 33, minibatch 166/166, validation error 5.484848 %
epoch 34, minibatch 166/166, validation error 5.464646 %
epoch 35, minibatch 166/166, validation error 5.393939 %
epoch 36, minibatch 166/166, validation error 5.343434 %
epoch 37, minibatch 166/166, validation error 5.282828 %
epoch 38, minibatch 166/166, validation error 5.212121 %
epoch 39, minibatch 166/166, validation error 5.151515 %
epoch 40, minibatch 166/166, validation error 5.151515 %
epoch 41, minibatch 166/166, validation error 5.060606 %
epoch 42, minibatch 166/166, validation error 5.010101 %
epoch 43, minibatch 166/166, validation error 4.909091 %
epoch 45, minibatch 166/166, validation error 4.838384 %
epoch 46, minibatch 166/166, validation error 4.828283 %
epoch 48, minibatch 166/166, validation error 4.818182 %
epoch 49, minibatch 166/166, validation error 4.787879 %
epoch 50, minibatch 166/166, validation error 4.767677 %
epoch 52, minibatch 166/166, validation error 4.696970 %
epoch 53, minibatch 166/166, validation error 4.666667 %
epoch 55, minibatch 166/166, validation error 4.616162 %
epoch 56, minibatch 166/166, validation error 4.575758 %
epoch 57, minibatch 166/166, validation error 4.555556 %
epoch 58, minibatch 166/166, validation error 4.525253 %
epoch 59, minibatch 166/166, validation error 4.464646 %
epoch 60, minibatch 166/166, validation error 4.414141 %
epoch 61, minibatch 166/166, validation error 4.383838 %
epoch 62, minibatch 166/166, validation error 4.363636 %
epoch 63, minibatch 166/166, validation error 4.303030 %
epoch 68, minibatch 166/166, validation error 4.282828 %
epoch 69, minibatch 166/166, validation error 4.272727 %
epoch 71, minibatch 166/166, validation error 4.242424 %
epoch 73, minibatch 166/166, validation error 4.232323 %
epoch 74, minibatch 166/166, validation error 4.191919 %
epoch 76, minibatch 166/166, validation error 4.171717 %
epoch 78, minibatch 166/166, validation error 4.151515 %
epoch 79, minibatch 166/166, validation error 4.131313 %
epoch 80, minibatch 166/166, validation error 4.101010 %
epoch 81, minibatch 166/166, validation error 4.030303 %
epoch 82, minibatch 166/166, validation error 4.010101 %
epoch 85, minibatch 166/166, validation error 3.969697 %
epoch 86, minibatch 166/166, validation error 3.949495 %
epoch 87, minibatch 166/166, validation error 3.929293 %
epoch 88, minibatch 166/166, validation error 3.898990 %
epoch 89, minibatch 166/166, validation error 3.878788 %
epoch 90, minibatch 166/166, validation error 3.848485 %
epoch 102, minibatch 166/166, validation error 3.828283 %
epoch 104, minibatch 166/166, validation error 3.808081 %
epoch 126, minibatch 166/166, validation error 3.777778 %
epoch 127, minibatch 166/166, validation error 3.747475 %
epoch 128, minibatch 166/166, validation error 3.717172 %
epoch 139, minibatch 166/166, validation error 3.707071 %
epoch 177, minibatch 166/166, validation error 3.686869 %
Selection : Best validation score of 3.68686868687 %
training member 1
epoch 1, minibatch 166/166, validation error 11.898990 %
epoch 2, minibatch 166/166, validation error 10.525253 %
epoch 3, minibatch 166/166, validation error 9.696970 %
epoch 4, minibatch 166/166, validation error 9.131313 %
epoch 5, minibatch 166/166, validation error 8.656566 %
epoch 6, minibatch 166/166, validation error 8.252525 %
epoch 7, minibatch 166/166, validation error 7.929293 %
epoch 8, minibatch 166/166, validation error 7.565657 %
epoch 9, minibatch 166/166, validation error 7.252525 %
epoch 10, minibatch 166/166, validation error 7.070707 %
epoch 11, minibatch 166/166, validation error 6.808081 %
epoch 12, minibatch 166/166, validation error 6.555556 %
epoch 13, minibatch 166/166, validation error 6.494949 %
epoch 15, minibatch 166/166, validation error 6.333333 %
epoch 16, minibatch 166/166, validation error 6.070707 %
epoch 17, minibatch 166/166, validation error 5.939394 %
epoch 18, minibatch 166/166, validation error 5.808081 %
epoch 19, minibatch 166/166, validation error 5.636364 %
epoch 20, minibatch 166/166, validation error 5.535354 %
epoch 21, minibatch 166/166, validation error 5.515152 %
epoch 22, minibatch 166/166, validation error 5.373737 %
epoch 23, minibatch 166/166, validation error 5.242424 %
epoch 24, minibatch 166/166, validation error 5.212121 %
epoch 25, minibatch 166/166, validation error 5.141414 %
epoch 26, minibatch 166/166, validation error 5.121212 %
epoch 27, minibatch 166/166, validation error 5.040404 %
epoch 28, minibatch 166/166, validation error 4.939394 %
epoch 29, minibatch 166/166, validation error 4.919192 %
epoch 30, minibatch 166/166, validation error 4.898990 %
epoch 31, minibatch 166/166, validation error 4.848485 %
epoch 32, minibatch 166/166, validation error 4.707071 %
epoch 33, minibatch 166/166, validation error 4.616162 %
epoch 34, minibatch 166/166, validation error 4.545455 %
epoch 36, minibatch 166/166, validation error 4.434343 %
epoch 38, minibatch 166/166, validation error 4.393939 %
epoch 39, minibatch 166/166, validation error 4.343434 %
epoch 41, minibatch 166/166, validation error 4.313131 %
epoch 43, minibatch 166/166, validation error 4.272727 %
epoch 64, minibatch 166/166, validation error 4.232323 %
epoch 67, minibatch 166/166, validation error 4.222222 %
epoch 68, minibatch 166/166, validation error 4.191919 %
epoch 69, minibatch 166/166, validation error 4.131313 %
epoch 70, minibatch 166/166, validation error 4.121212 %
epoch 74, minibatch 166/166, validation error 4.111111 %
epoch 78, minibatch 166/166, validation error 4.101010 %
epoch 80, minibatch 166/166, validation error 4.070707 %
epoch 84, minibatch 166/166, validation error 3.919192 %
epoch 137, minibatch 166/166, validation error 3.888889 %
epoch 138, minibatch 166/166, validation error 3.848485 %
epoch 140, minibatch 166/166, validation error 3.777778 %
epoch 151, minibatch 166/166, validation error 3.757576 %
epoch 152, minibatch 166/166, validation error 3.707071 %
Selection : Best validation score of 3.70707070707 %
training member 2
epoch 1, minibatch 166/166, validation error 12.101010 %
epoch 2, minibatch 166/166, validation error 10.606061 %
epoch 3, minibatch 166/166, validation error 9.636364 %
epoch 4, minibatch 166/166, validation error 9.020202 %
epoch 5, minibatch 166/166, validation error 8.666667 %
epoch 6, minibatch 166/166, validation error 8.363636 %
epoch 7, minibatch 166/166, validation error 8.111111 %
epoch 8, minibatch 166/166, validation error 7.757576 %
epoch 9, minibatch 166/166, validation error 7.616162 %
epoch 10, minibatch 166/166, validation error 7.434343 %
epoch 11, minibatch 166/166, validation error 7.282828 %
epoch 12, minibatch 166/166, validation error 7.161616 %
epoch 13, minibatch 166/166, validation error 7.030303 %
epoch 14, minibatch 166/166, validation error 6.797980 %
epoch 15, minibatch 166/166, validation error 6.616162 %
epoch 16, minibatch 166/166, validation error 6.464646 %
epoch 17, minibatch 166/166, validation error 6.393939 %
epoch 18, minibatch 166/166, validation error 6.353535 %
epoch 19, minibatch 166/166, validation error 6.252525 %
epoch 20, minibatch 166/166, validation error 6.141414 %
epoch 21, minibatch 166/166, validation error 6.050505 %
epoch 22, minibatch 166/166, validation error 6.020202 %
epoch 23, minibatch 166/166, validation error 5.969697 %
epoch 24, minibatch 166/166, validation error 5.808081 %
epoch 25, minibatch 166/166, validation error 5.717172 %
epoch 26, minibatch 166/166, validation error 5.707071 %
epoch 27, minibatch 166/166, validation error 5.636364 %
epoch 28, minibatch 166/166, validation error 5.535354 %
epoch 29, minibatch 166/166, validation error 5.494949 %
epoch 30, minibatch 166/166, validation error 5.444444 %
epoch 31, minibatch 166/166, validation error 5.363636 %
epoch 32, minibatch 166/166, validation error 5.313131 %
epoch 34, minibatch 166/166, validation error 5.222222 %
epoch 35, minibatch 166/166, validation error 5.181818 %
epoch 36, minibatch 166/166, validation error 5.121212 %
epoch 38, minibatch 166/166, validation error 5.101010 %
epoch 39, minibatch 166/166, validation error 5.090909 %
epoch 41, minibatch 166/166, validation error 5.070707 %
epoch 42, minibatch 166/166, validation error 5.010101 %
epoch 43, minibatch 166/166, validation error 5.000000 %
epoch 44, minibatch 166/166, validation error 4.969697 %
epoch 45, minibatch 166/166, validation error 4.959596 %
epoch 46, minibatch 166/166, validation error 4.919192 %
epoch 47, minibatch 166/166, validation error 4.898990 %
epoch 49, minibatch 166/166, validation error 4.858586 %
epoch 50, minibatch 166/166, validation error 4.848485 %
epoch 51, minibatch 166/166, validation error 4.828283 %
epoch 53, minibatch 166/166, validation error 4.787879 %
epoch 54, minibatch 166/166, validation error 4.767677 %
epoch 55, minibatch 166/166, validation error 4.757576 %
epoch 56, minibatch 166/166, validation error 4.747475 %
epoch 58, minibatch 166/166, validation error 4.737374 %
epoch 59, minibatch 166/166, validation error 4.727273 %
epoch 66, minibatch 166/166, validation error 4.686869 %
epoch 67, minibatch 166/166, validation error 4.656566 %
epoch 68, minibatch 166/166, validation error 4.595960 %
epoch 69, minibatch 166/166, validation error 4.545455 %
epoch 70, minibatch 166/166, validation error 4.535354 %
epoch 71, minibatch 166/166, validation error 4.525253 %
epoch 72, minibatch 166/166, validation error 4.454545 %
epoch 73, minibatch 166/166, validation error 4.434343 %
epoch 74, minibatch 166/166, validation error 4.363636 %
epoch 76, minibatch 166/166, validation error 4.353535 %
epoch 78, minibatch 166/166, validation error 4.343434 %
epoch 79, minibatch 166/166, validation error 4.323232 %
epoch 80, minibatch 166/166, validation error 4.313131 %
epoch 90, minibatch 166/166, validation error 4.282828 %
epoch 93, minibatch 166/166, validation error 4.272727 %
epoch 95, minibatch 166/166, validation error 4.252525 %
epoch 101, minibatch 166/166, validation error 4.222222 %
epoch 103, minibatch 166/166, validation error 4.212121 %
epoch 104, minibatch 166/166, validation error 4.161616 %
epoch 105, minibatch 166/166, validation error 4.151515 %
epoch 106, minibatch 166/166, validation error 4.131313 %
epoch 107, minibatch 166/166, validation error 4.090909 %
epoch 115, minibatch 166/166, validation error 4.090909 %
epoch 118, minibatch 166/166, validation error 4.060606 %
epoch 122, minibatch 166/166, validation error 4.030303 %
epoch 125, minibatch 166/166, validation error 4.030303 %
epoch 127, minibatch 166/166, validation error 3.959596 %
epoch 128, minibatch 166/166, validation error 3.939394 %
epoch 130, minibatch 166/166, validation error 3.909091 %
epoch 132, minibatch 166/166, validation error 3.868687 %
epoch 134, minibatch 166/166, validation error 3.838384 %
epoch 140, minibatch 166/166, validation error 3.828283 %
epoch 144, minibatch 166/166, validation error 3.797980 %
Selection : Best validation score of 3.79797979798 %
training member 3
epoch 1, minibatch 166/166, validation error 11.333333 %
epoch 2, minibatch 166/166, validation error 9.575758 %
epoch 3, minibatch 166/166, validation error 8.979798 %
epoch 4, minibatch 166/166, validation error 8.515152 %
epoch 5, minibatch 166/166, validation error 8.131313 %
epoch 6, minibatch 166/166, validation error 7.878788 %
epoch 7, minibatch 166/166, validation error 7.585859 %
epoch 8, minibatch 166/166, validation error 7.454545 %
epoch 9, minibatch 166/166, validation error 7.141414 %
epoch 10, minibatch 166/166, validation error 7.000000 %
epoch 11, minibatch 166/166, validation error 6.898990 %
epoch 12, minibatch 166/166, validation error 6.888889 %
epoch 13, minibatch 166/166, validation error 6.787879 %
epoch 14, minibatch 166/166, validation error 6.696970 %
epoch 15, minibatch 166/166, validation error 6.565657 %
epoch 16, minibatch 166/166, validation error 6.464646 %
epoch 17, minibatch 166/166, validation error 6.373737 %
epoch 18, minibatch 166/166, validation error 6.333333 %
epoch 19, minibatch 166/166, validation error 6.242424 %
epoch 20, minibatch 166/166, validation error 6.232323 %
epoch 21, minibatch 166/166, validation error 6.101010 %
epoch 22, minibatch 166/166, validation error 6.030303 %
epoch 23, minibatch 166/166, validation error 5.939394 %
epoch 24, minibatch 166/166, validation error 5.878788 %
epoch 25, minibatch 166/166, validation error 5.797980 %
