... loading data
training member 0
epoch 1, minibatch 166/166, validation error 11.151515 %
epoch 26, minibatch 166/166, validation error 5.757576 %
epoch 27, minibatch 166/166, validation error 5.747475 %
epoch 28, minibatch 166/166, validation error 5.686869 %
epoch 29, minibatch 166/166, validation error 5.626263 %
epoch 30, minibatch 166/166, validation error 5.555556 %
epoch 31, minibatch 166/166, validation error 5.515152 %
epoch 32, minibatch 166/166, validation error 5.434343 %
epoch 33, minibatch 166/166, validation error 5.383838 %
epoch 34, minibatch 166/166, validation error 5.353535 %
epoch 35, minibatch 166/166, validation error 5.303030 %
epoch 37, minibatch 166/166, validation error 5.252525 %
epoch 38, minibatch 166/166, validation error 5.222222 %
epoch 39, minibatch 166/166, validation error 5.131313 %
epoch 40, minibatch 166/166, validation error 5.101010 %
epoch 41, minibatch 166/166, validation error 5.090909 %
epoch 42, minibatch 166/166, validation error 5.030303 %
epoch 43, minibatch 166/166, validation error 5.010101 %
epoch 44, minibatch 166/166, validation error 4.959596 %
epoch 45, minibatch 166/166, validation error 4.939394 %
epoch 46, minibatch 166/166, validation error 4.878788 %
epoch 47, minibatch 166/166, validation error 4.868687 %
epoch 48, minibatch 166/166, validation error 4.828283 %
epoch 50, minibatch 166/166, validation error 4.767677 %
epoch 51, minibatch 166/166, validation error 4.747475 %
epoch 52, minibatch 166/166, validation error 4.686869 %
epoch 53, minibatch 166/166, validation error 4.656566 %
epoch 54, minibatch 166/166, validation error 4.646465 %
epoch 56, minibatch 166/166, validation error 4.636364 %
epoch 57, minibatch 166/166, validation error 4.626263 %
epoch 58, minibatch 166/166, validation error 4.595960 %
epoch 59, minibatch 166/166, validation error 4.565657 %
epoch 60, minibatch 166/166, validation error 4.535354 %
epoch 61, minibatch 166/166, validation error 4.484848 %
epoch 62, minibatch 166/166, validation error 4.474747 %
epoch 64, minibatch 166/166, validation error 4.444444 %
epoch 66, minibatch 166/166, validation error 4.404040 %
epoch 67, minibatch 166/166, validation error 4.353535 %
epoch 68, minibatch 166/166, validation error 4.343434 %
epoch 70, minibatch 166/166, validation error 4.323232 %
epoch 71, minibatch 166/166, validation error 4.313131 %
epoch 72, minibatch 166/166, validation error 4.242424 %
epoch 73, minibatch 166/166, validation error 4.202020 %
epoch 74, minibatch 166/166, validation error 4.191919 %
epoch 76, minibatch 166/166, validation error 4.191919 %
epoch 77, minibatch 166/166, validation error 4.181818 %
epoch 78, minibatch 166/166, validation error 4.171717 %
epoch 79, minibatch 166/166, validation error 4.161616 %
epoch 80, minibatch 166/166, validation error 4.151515 %
epoch 81, minibatch 166/166, validation error 4.141414 %
epoch 84, minibatch 166/166, validation error 4.080808 %
epoch 85, minibatch 166/166, validation error 4.060606 %
epoch 87, minibatch 166/166, validation error 4.020202 %
epoch 88, minibatch 166/166, validation error 3.989899 %
epoch 92, minibatch 166/166, validation error 3.989899 %
epoch 93, minibatch 166/166, validation error 3.929293 %
epoch 95, minibatch 166/166, validation error 3.919192 %
epoch 96, minibatch 166/166, validation error 3.878788 %
epoch 98, minibatch 166/166, validation error 3.858586 %
epoch 99, minibatch 166/166, validation error 3.848485 %
epoch 104, minibatch 166/166, validation error 3.848485 %
epoch 106, minibatch 166/166, validation error 3.828283 %
epoch 175, minibatch 166/166, validation error 3.818182 %
epoch 180, minibatch 166/166, validation error 3.797980 %
Selection : Best validation score of 3.79797979798 %
training member 4
epoch 1, minibatch 166/166, validation error 10.818182 %
epoch 2, minibatch 166/166, validation error 9.434343 %
epoch 3, minibatch 166/166, validation error 8.676768 %
epoch 4, minibatch 166/166, validation error 8.212121 %
epoch 5, minibatch 166/166, validation error 7.868687 %
epoch 6, minibatch 166/166, validation error 7.525253 %
epoch 7, minibatch 166/166, validation error 7.262626 %
epoch 8, minibatch 166/166, validation error 7.050505 %
epoch 9, minibatch 166/166, validation error 6.828283 %
epoch 10, minibatch 166/166, validation error 6.575758 %
epoch 11, minibatch 166/166, validation error 6.444444 %
epoch 12, minibatch 166/166, validation error 6.323232 %
epoch 13, minibatch 166/166, validation error 6.181818 %
epoch 14, minibatch 166/166, validation error 6.040404 %
epoch 15, minibatch 166/166, validation error 5.878788 %
epoch 16, minibatch 166/166, validation error 5.767677 %
epoch 17, minibatch 166/166, validation error 5.666667 %
epoch 18, minibatch 166/166, validation error 5.616162 %
epoch 19, minibatch 166/166, validation error 5.595960 %
epoch 20, minibatch 166/166, validation error 5.515152 %
epoch 21, minibatch 166/166, validation error 5.363636 %
epoch 22, minibatch 166/166, validation error 5.313131 %
epoch 23, minibatch 166/166, validation error 5.242424 %
epoch 24, minibatch 166/166, validation error 5.212121 %
epoch 25, minibatch 166/166, validation error 5.141414 %
epoch 26, minibatch 166/166, validation error 5.030303 %
epoch 27, minibatch 166/166, validation error 4.969697 %
epoch 28, minibatch 166/166, validation error 4.909091 %
epoch 29, minibatch 166/166, validation error 4.888889 %
epoch 30, minibatch 166/166, validation error 4.838384 %
epoch 31, minibatch 166/166, validation error 4.787879 %
epoch 32, minibatch 166/166, validation error 4.717172 %
epoch 33, minibatch 166/166, validation error 4.676768 %
epoch 34, minibatch 166/166, validation error 4.616162 %
epoch 35, minibatch 166/166, validation error 4.545455 %
epoch 36, minibatch 166/166, validation error 4.515152 %
epoch 37, minibatch 166/166, validation error 4.505051 %
epoch 38, minibatch 166/166, validation error 4.484848 %
epoch 40, minibatch 166/166, validation error 4.434343 %
epoch 41, minibatch 166/166, validation error 4.373737 %
epoch 42, minibatch 166/166, validation error 4.353535 %
epoch 44, minibatch 166/166, validation error 4.323232 %
epoch 45, minibatch 166/166, validation error 4.272727 %
epoch 47, minibatch 166/166, validation error 4.222222 %
epoch 48, minibatch 166/166, validation error 4.202020 %
epoch 49, minibatch 166/166, validation error 4.191919 %
epoch 50, minibatch 166/166, validation error 4.161616 %
epoch 51, minibatch 166/166, validation error 4.151515 %
epoch 54, minibatch 166/166, validation error 4.080808 %
epoch 55, minibatch 166/166, validation error 4.070707 %
epoch 58, minibatch 166/166, validation error 4.030303 %
epoch 59, minibatch 166/166, validation error 4.020202 %
epoch 60, minibatch 166/166, validation error 3.989899 %
epoch 61, minibatch 166/166, validation error 3.949495 %
epoch 76, minibatch 166/166, validation error 3.939394 %
epoch 78, minibatch 166/166, validation error 3.929293 %
epoch 83, minibatch 166/166, validation error 3.898990 %
epoch 85, minibatch 166/166, validation error 3.868687 %
epoch 88, minibatch 166/166, validation error 3.858586 %
epoch 89, minibatch 166/166, validation error 3.818182 %
epoch 90, minibatch 166/166, validation error 3.797980 %
epoch 91, minibatch 166/166, validation error 3.787879 %
Selection : Best validation score of 3.78787878788 %
training member 5
epoch 1, minibatch 166/166, validation error 11.818182 %
epoch 2, minibatch 166/166, validation error 10.383838 %
epoch 3, minibatch 166/166, validation error 9.666667 %
epoch 4, minibatch 166/166, validation error 8.949495 %
epoch 5, minibatch 166/166, validation error 8.636364 %
epoch 6, minibatch 166/166, validation error 8.131313 %
epoch 7, minibatch 166/166, validation error 7.747475 %
epoch 8, minibatch 166/166, validation error 7.444444 %
epoch 9, minibatch 166/166, validation error 7.161616 %
epoch 10, minibatch 166/166, validation error 6.878788 %
epoch 11, minibatch 166/166, validation error 6.707071 %
epoch 12, minibatch 166/166, validation error 6.474747 %
epoch 13, minibatch 166/166, validation error 6.363636 %
epoch 14, minibatch 166/166, validation error 6.252525 %
epoch 15, minibatch 166/166, validation error 6.202020 %
epoch 16, minibatch 166/166, validation error 6.010101 %
epoch 17, minibatch 166/166, validation error 5.858586 %
epoch 18, minibatch 166/166, validation error 5.737374 %
epoch 19, minibatch 166/166, validation error 5.585859 %
epoch 20, minibatch 166/166, validation error 5.474747 %
epoch 21, minibatch 166/166, validation error 5.414141 %
epoch 22, minibatch 166/166, validation error 5.333333 %
epoch 23, minibatch 166/166, validation error 5.181818 %
epoch 24, minibatch 166/166, validation error 5.080808 %
epoch 25, minibatch 166/166, validation error 5.050505 %
epoch 26, minibatch 166/166, validation error 4.929293 %
epoch 27, minibatch 166/166, validation error 4.848485 %
epoch 28, minibatch 166/166, validation error 4.818182 %
epoch 29, minibatch 166/166, validation error 4.747475 %
epoch 30, minibatch 166/166, validation error 4.707071 %
epoch 31, minibatch 166/166, validation error 4.676768 %
epoch 33, minibatch 166/166, validation error 4.636364 %
epoch 35, minibatch 166/166, validation error 4.555556 %
epoch 37, minibatch 166/166, validation error 4.464646 %
epoch 38, minibatch 166/166, validation error 4.434343 %
epoch 39, minibatch 166/166, validation error 4.404040 %
epoch 40, minibatch 166/166, validation error 4.383838 %
epoch 42, minibatch 166/166, validation error 4.373737 %
epoch 43, minibatch 166/166, validation error 4.373737 %
epoch 44, minibatch 166/166, validation error 4.363636 %
epoch 45, minibatch 166/166, validation error 4.333333 %
epoch 46, minibatch 166/166, validation error 4.262626 %
epoch 48, minibatch 166/166, validation error 4.191919 %
epoch 49, minibatch 166/166, validation error 4.191919 %
epoch 50, minibatch 166/166, validation error 4.131313 %
epoch 54, minibatch 166/166, validation error 4.101010 %
epoch 56, minibatch 166/166, validation error 4.040404 %
epoch 57, minibatch 166/166, validation error 4.020202 %
epoch 61, minibatch 166/166, validation error 4.000000 %
epoch 65, minibatch 166/166, validation error 3.929293 %
epoch 66, minibatch 166/166, validation error 3.898990 %
epoch 67, minibatch 166/166, validation error 3.878788 %
epoch 68, minibatch 166/166, validation error 3.848485 %
epoch 69, minibatch 166/166, validation error 3.818182 %
epoch 95, minibatch 166/166, validation error 3.787879 %
epoch 96, minibatch 166/166, validation error 3.777778 %
epoch 103, minibatch 166/166, validation error 3.777778 %
epoch 104, minibatch 166/166, validation error 3.777778 %
epoch 106, minibatch 166/166, validation error 3.757576 %
epoch 123, minibatch 166/166, validation error 3.747475 %
epoch 127, minibatch 166/166, validation error 3.727273 %
epoch 132, minibatch 166/166, validation error 3.707071 %
epoch 137, minibatch 166/166, validation error 3.696970 %
Selection : Best validation score of 3.69696969697 %
training member 6
epoch 1, minibatch 166/166, validation error 12.242424 %
epoch 2, minibatch 166/166, validation error 10.484848 %
epoch 3, minibatch 166/166, validation error 9.696970 %
epoch 4, minibatch 166/166, validation error 9.020202 %
epoch 5, minibatch 166/166, validation error 8.505051 %
epoch 6, minibatch 166/166, validation error 8.131313 %
epoch 7, minibatch 166/166, validation error 7.898990 %
epoch 8, minibatch 166/166, validation error 7.626263 %
epoch 9, minibatch 166/166, validation error 7.404040 %
epoch 10, minibatch 166/166, validation error 7.343434 %
epoch 11, minibatch 166/166, validation error 7.191919 %
epoch 12, minibatch 166/166, validation error 7.080808 %
epoch 13, minibatch 166/166, validation error 6.969697 %
epoch 14, minibatch 166/166, validation error 6.878788 %
epoch 15, minibatch 166/166, validation error 6.727273 %
epoch 16, minibatch 166/166, validation error 6.595960 %
epoch 17, minibatch 166/166, validation error 6.454545 %
epoch 18, minibatch 166/166, validation error 6.191919 %
epoch 19, minibatch 166/166, validation error 6.151515 %
epoch 20, minibatch 166/166, validation error 6.000000 %
epoch 21, minibatch 166/166, validation error 5.868687 %
epoch 22, minibatch 166/166, validation error 5.797980 %
epoch 23, minibatch 166/166, validation error 5.747475 %
epoch 24, minibatch 166/166, validation error 5.676768 %
epoch 25, minibatch 166/166, validation error 5.606061 %
epoch 26, minibatch 166/166, validation error 5.545455 %
epoch 27, minibatch 166/166, validation error 5.535354 %
epoch 28, minibatch 166/166, validation error 5.353535 %
epoch 29, minibatch 166/166, validation error 5.282828 %
epoch 30, minibatch 166/166, validation error 5.282828 %
epoch 31, minibatch 166/166, validation error 5.191919 %
epoch 32, minibatch 166/166, validation error 5.131313 %
epoch 33, minibatch 166/166, validation error 5.050505 %
epoch 34, minibatch 166/166, validation error 5.040404 %
epoch 35, minibatch 166/166, validation error 5.010101 %
epoch 37, minibatch 166/166, validation error 4.959596 %
epoch 38, minibatch 166/166, validation error 4.878788 %
epoch 39, minibatch 166/166, validation error 4.797980 %
epoch 40, minibatch 166/166, validation error 4.777778 %
epoch 41, minibatch 166/166, validation error 4.727273 %
epoch 42, minibatch 166/166, validation error 4.656566 %
epoch 43, minibatch 166/166, validation error 4.616162 %
epoch 44, minibatch 166/166, validation error 4.595960 %
epoch 45, minibatch 166/166, validation error 4.575758 %
epoch 46, minibatch 166/166, validation error 4.515152 %
epoch 47, minibatch 166/166, validation error 4.484848 %
epoch 51, minibatch 166/166, validation error 4.424242 %
epoch 55, minibatch 166/166, validation error 4.414141 %
epoch 62, minibatch 166/166, validation error 4.404040 %
epoch 63, minibatch 166/166, validation error 4.383838 %
epoch 64, minibatch 166/166, validation error 4.333333 %
epoch 66, minibatch 166/166, validation error 4.323232 %
epoch 68, minibatch 166/166, validation error 4.292929 %
epoch 70, minibatch 166/166, validation error 4.212121 %
epoch 71, minibatch 166/166, validation error 4.151515 %
epoch 72, minibatch 166/166, validation error 4.121212 %
epoch 73, minibatch 166/166, validation error 4.080808 %
epoch 77, minibatch 166/166, validation error 4.040404 %
epoch 78, minibatch 166/166, validation error 4.020202 %
epoch 79, minibatch 166/166, validation error 4.010101 %
Selection : Best validation score of 4.0101010101 %
training member 7
epoch 1, minibatch 166/166, validation error 12.757576 %
epoch 2, minibatch 166/166, validation error 11.747475 %
epoch 3, minibatch 166/166, validation error 11.010101 %
epoch 4, minibatch 166/166, validation error 10.555556 %
epoch 5, minibatch 166/166, validation error 10.040404 %
epoch 6, minibatch 166/166, validation error 9.787879 %
epoch 7, minibatch 166/166, validation error 9.404040 %
epoch 8, minibatch 166/166, validation error 9.121212 %
epoch 9, minibatch 166/166, validation error 8.858586 %
epoch 10, minibatch 166/166, validation error 8.616162 %
epoch 11, minibatch 166/166, validation error 8.383838 %
epoch 12, minibatch 166/166, validation error 8.272727 %
epoch 13, minibatch 166/166, validation error 8.121212 %
epoch 14, minibatch 166/166, validation error 7.949495 %
epoch 15, minibatch 166/166, validation error 7.717172 %
epoch 16, minibatch 166/166, validation error 7.555556 %
epoch 17, minibatch 166/166, validation error 7.414141 %
epoch 18, minibatch 166/166, validation error 7.262626 %
epoch 19, minibatch 166/166, validation error 7.141414 %
epoch 20, minibatch 166/166, validation error 6.969697 %
epoch 21, minibatch 166/166, validation error 6.828283 %
epoch 22, minibatch 166/166, validation error 6.797980 %
epoch 23, minibatch 166/166, validation error 6.696970 %
epoch 24, minibatch 166/166, validation error 6.656566 %
epoch 25, minibatch 166/166, validation error 6.595960 %
epoch 26, minibatch 166/166, validation error 6.535354 %
epoch 27, minibatch 166/166, validation error 6.505051 %
epoch 28, minibatch 166/166, validation error 6.424242 %
epoch 29, minibatch 166/166, validation error 6.353535 %
epoch 30, minibatch 166/166, validation error 6.272727 %
epoch 31, minibatch 166/166, validation error 6.090909 %
epoch 32, minibatch 166/166, validation error 6.000000 %
epoch 33, minibatch 166/166, validation error 5.919192 %
epoch 34, minibatch 166/166, validation error 5.818182 %
epoch 35, minibatch 166/166, validation error 5.767677 %
epoch 37, minibatch 166/166, validation error 5.666667 %
