... loading data
training member 0
epoch 1, minibatch 250/250, validation error 13.350000 %
epoch 9, minibatch 250/250, validation error 3.110000 %
epoch 34, minibatch 250/250, validation error 3.100000 %
epoch 38, minibatch 250/250, validation error 3.090000 %
epoch 43, minibatch 250/250, validation error 3.070000 %
epoch 45, minibatch 250/250, validation error 3.060000 %
epoch 47, minibatch 250/250, validation error 3.050000 %
epoch 57, minibatch 250/250, validation error 3.040000 %
epoch 92, minibatch 250/250, validation error 3.030000 %
epoch 93, minibatch 250/250, validation error 3.020000 %
epoch 94, minibatch 250/250, validation error 3.010000 %
epoch 98, minibatch 250/250, validation error 3.000000 %
epoch 100, minibatch 250/250, validation error 2.990000 %
epoch 107, minibatch 250/250, validation error 2.980000 %
epoch 125, minibatch 250/250, validation error 2.970000 %
epoch 143, minibatch 250/250, validation error 2.960000 %
epoch 146, minibatch 250/250, validation error 2.950000 %
epoch 153, minibatch 250/250, validation error 2.940000 %
epoch 205, minibatch 250/250, validation error 2.930000 %
Selection : Best validation score of 2.93 %
Final error: 3.42 %
