... loading data
training member 0
epoch 1, minibatch 166/166, validation error 12.565657 %
epoch 2, minibatch 166/166, validation error 11.272727 %
epoch 3, minibatch 166/166, validation error 10.686869 %
epoch 4, minibatch 166/166, validation error 10.252525 %
epoch 5, minibatch 166/166, validation error 9.676768 %
epoch 6, minibatch 166/166, validation error 9.292929 %
epoch 7, minibatch 166/166, validation error 9.010101 %
epoch 8, minibatch 166/166, validation error 8.808081 %
epoch 9, minibatch 166/166, validation error 8.535354 %
epoch 10, minibatch 166/166, validation error 8.242424 %
epoch 11, minibatch 166/166, validation error 8.020202 %
epoch 12, minibatch 166/166, validation error 7.909091 %
epoch 13, minibatch 166/166, validation error 7.656566 %
epoch 14, minibatch 166/166, validation error 7.555556 %
epoch 15, minibatch 166/166, validation error 7.292929 %
epoch 16, minibatch 166/166, validation error 7.242424 %
epoch 17, minibatch 166/166, validation error 7.070707 %
epoch 18, minibatch 166/166, validation error 6.969697 %
epoch 19, minibatch 166/166, validation error 6.808081 %
epoch 20, minibatch 166/166, validation error 6.707071 %
epoch 21, minibatch 166/166, validation error 6.636364 %
epoch 22, minibatch 166/166, validation error 6.525253 %
epoch 23, minibatch 166/166, validation error 6.393939 %
epoch 24, minibatch 166/166, validation error 6.303030 %
epoch 25, minibatch 166/166, validation error 6.202020 %
epoch 26, minibatch 166/166, validation error 6.101010 %
epoch 27, minibatch 166/166, validation error 5.979798 %
epoch 28, minibatch 166/166, validation error 5.919192 %
epoch 29, minibatch 166/166, validation error 5.888889 %
epoch 30, minibatch 166/166, validation error 5.878788 %
epoch 31, minibatch 166/166, validation error 5.828283 %
epoch 32, minibatch 166/166, validation error 5.818182 %
epoch 33, minibatch 166/166, validation error 5.717172 %
epoch 34, minibatch 166/166, validation error 5.656566 %
epoch 36, minibatch 166/166, validation error 5.616162 %
epoch 38, minibatch 166/166, validation error 5.525253 %
epoch 39, minibatch 166/166, validation error 5.474747 %
epoch 40, minibatch 166/166, validation error 5.404040 %
epoch 41, minibatch 166/166, validation error 5.363636 %
epoch 42, minibatch 166/166, validation error 5.333333 %
epoch 43, minibatch 166/166, validation error 5.282828 %
epoch 44, minibatch 166/166, validation error 5.272727 %
epoch 45, minibatch 166/166, validation error 5.222222 %
