... loading data
training member 0
epoch 1, minibatch 166/166, validation error 11.717172 %
epoch 144, minibatch 166/166, validation error 3.747475 %
epoch 153, minibatch 166/166, validation error 3.707071 %
epoch 154, minibatch 166/166, validation error 3.696970 %
Selection : Best validation score of 3.69696969697 %
training member 1
epoch 1, minibatch 166/166, validation error 10.797980 %
epoch 2, minibatch 166/166, validation error 9.747475 %
epoch 3, minibatch 166/166, validation error 9.313131 %
epoch 4, minibatch 166/166, validation error 8.909091 %
epoch 5, minibatch 166/166, validation error 8.646465 %
epoch 6, minibatch 166/166, validation error 8.393939 %
epoch 7, minibatch 166/166, validation error 8.242424 %
epoch 8, minibatch 166/166, validation error 8.101010 %
epoch 9, minibatch 166/166, validation error 7.777778 %
epoch 10, minibatch 166/166, validation error 7.595960 %
epoch 11, minibatch 166/166, validation error 7.474747 %
epoch 12, minibatch 166/166, validation error 7.373737 %
epoch 13, minibatch 166/166, validation error 7.191919 %
epoch 14, minibatch 166/166, validation error 7.101010 %
epoch 15, minibatch 166/166, validation error 6.929293 %
epoch 16, minibatch 166/166, validation error 6.797980 %
epoch 17, minibatch 166/166, validation error 6.676768 %
epoch 18, minibatch 166/166, validation error 6.585859 %
epoch 19, minibatch 166/166, validation error 6.444444 %
epoch 20, minibatch 166/166, validation error 6.383838 %
epoch 21, minibatch 166/166, validation error 6.272727 %
epoch 22, minibatch 166/166, validation error 6.202020 %
epoch 23, minibatch 166/166, validation error 6.131313 %
epoch 24, minibatch 166/166, validation error 6.080808 %
epoch 25, minibatch 166/166, validation error 5.959596 %
epoch 26, minibatch 166/166, validation error 5.909091 %
epoch 27, minibatch 166/166, validation error 5.858586 %
epoch 28, minibatch 166/166, validation error 5.787879 %
epoch 29, minibatch 166/166, validation error 5.646465 %
epoch 30, minibatch 166/166, validation error 5.626263 %
epoch 31, minibatch 166/166, validation error 5.585859 %
epoch 32, minibatch 166/166, validation error 5.525253 %
epoch 33, minibatch 166/166, validation error 5.444444 %
epoch 34, minibatch 166/166, validation error 5.414141 %
epoch 35, minibatch 166/166, validation error 5.343434 %
epoch 36, minibatch 166/166, validation error 5.242424 %
epoch 37, minibatch 166/166, validation error 5.101010 %
epoch 38, minibatch 166/166, validation error 5.080808 %
epoch 39, minibatch 166/166, validation error 5.040404 %
epoch 40, minibatch 166/166, validation error 5.020202 %
epoch 41, minibatch 166/166, validation error 4.959596 %
epoch 42, minibatch 166/166, validation error 4.929293 %
epoch 43, minibatch 166/166, validation error 4.909091 %
epoch 44, minibatch 166/166, validation error 4.888889 %
epoch 45, minibatch 166/166, validation error 4.838384 %
epoch 46, minibatch 166/166, validation error 4.808081 %
epoch 47, minibatch 166/166, validation error 4.737374 %
epoch 48, minibatch 166/166, validation error 4.717172 %
epoch 50, minibatch 166/166, validation error 4.686869 %
epoch 51, minibatch 166/166, validation error 4.656566 %
epoch 53, minibatch 166/166, validation error 4.595960 %
epoch 54, minibatch 166/166, validation error 4.565657 %
epoch 55, minibatch 166/166, validation error 4.515152 %
epoch 59, minibatch 166/166, validation error 4.494949 %
epoch 60, minibatch 166/166, validation error 4.454545 %
epoch 61, minibatch 166/166, validation error 4.404040 %
epoch 62, minibatch 166/166, validation error 4.393939 %
epoch 63, minibatch 166/166, validation error 4.343434 %
epoch 64, minibatch 166/166, validation error 4.292929 %
epoch 65, minibatch 166/166, validation error 4.282828 %
epoch 66, minibatch 166/166, validation error 4.282828 %
epoch 67, minibatch 166/166, validation error 4.272727 %
epoch 69, minibatch 166/166, validation error 4.222222 %
epoch 70, minibatch 166/166, validation error 4.222222 %
epoch 71, minibatch 166/166, validation error 4.191919 %
epoch 75, minibatch 166/166, validation error 4.131313 %
epoch 76, minibatch 166/166, validation error 4.090909 %
epoch 78, minibatch 166/166, validation error 4.050505 %
epoch 79, minibatch 166/166, validation error 4.010101 %
epoch 80, minibatch 166/166, validation error 3.939394 %
epoch 96, minibatch 166/166, validation error 3.919192 %
epoch 97, minibatch 166/166, validation error 3.868687 %
epoch 98, minibatch 166/166, validation error 3.868687 %
epoch 99, minibatch 166/166, validation error 3.838384 %
epoch 102, minibatch 166/166, validation error 3.828283 %
epoch 103, minibatch 166/166, validation error 3.818182 %
epoch 104, minibatch 166/166, validation error 3.787879 %
epoch 105, minibatch 166/166, validation error 3.767677 %
epoch 131, minibatch 166/166, validation error 3.727273 %
epoch 138, minibatch 166/166, validation error 3.717172 %
Selection : Best validation score of 3.71717171717 %
training member 2
epoch 1, minibatch 166/166, validation error 11.868687 %
epoch 2, minibatch 166/166, validation error 9.818182 %
epoch 3, minibatch 166/166, validation error 9.171717 %
epoch 4, minibatch 166/166, validation error 8.797980 %
epoch 5, minibatch 166/166, validation error 8.424242 %
epoch 6, minibatch 166/166, validation error 8.111111 %
epoch 7, minibatch 166/166, validation error 7.838384 %
epoch 8, minibatch 166/166, validation error 7.636364 %
epoch 9, minibatch 166/166, validation error 7.515152 %
epoch 10, minibatch 166/166, validation error 7.313131 %
epoch 11, minibatch 166/166, validation error 7.242424 %
epoch 12, minibatch 166/166, validation error 7.020202 %
epoch 13, minibatch 166/166, validation error 6.888889 %
epoch 14, minibatch 166/166, validation error 6.808081 %
epoch 15, minibatch 166/166, validation error 6.737374 %
epoch 16, minibatch 166/166, validation error 6.585859 %
epoch 17, minibatch 166/166, validation error 6.535354 %
epoch 18, minibatch 166/166, validation error 6.333333 %
epoch 19, minibatch 166/166, validation error 6.262626 %
epoch 20, minibatch 166/166, validation error 6.171717 %
epoch 21, minibatch 166/166, validation error 6.070707 %
epoch 22, minibatch 166/166, validation error 6.000000 %
epoch 24, minibatch 166/166, validation error 5.929293 %
epoch 25, minibatch 166/166, validation error 5.878788 %
epoch 26, minibatch 166/166, validation error 5.838384 %
epoch 27, minibatch 166/166, validation error 5.787879 %
epoch 28, minibatch 166/166, validation error 5.737374 %
epoch 29, minibatch 166/166, validation error 5.676768 %
epoch 30, minibatch 166/166, validation error 5.575758 %
epoch 31, minibatch 166/166, validation error 5.535354 %
epoch 32, minibatch 166/166, validation error 5.484848 %
epoch 33, minibatch 166/166, validation error 5.393939 %
epoch 34, minibatch 166/166, validation error 5.252525 %
epoch 35, minibatch 166/166, validation error 5.181818 %
epoch 36, minibatch 166/166, validation error 5.171717 %
epoch 37, minibatch 166/166, validation error 5.070707 %
epoch 38, minibatch 166/166, validation error 5.020202 %
epoch 39, minibatch 166/166, validation error 4.929293 %
epoch 40, minibatch 166/166, validation error 4.838384 %
epoch 41, minibatch 166/166, validation error 4.787879 %
epoch 42, minibatch 166/166, validation error 4.767677 %
epoch 43, minibatch 166/166, validation error 4.757576 %
epoch 44, minibatch 166/166, validation error 4.727273 %
epoch 45, minibatch 166/166, validation error 4.696970 %
epoch 46, minibatch 166/166, validation error 4.656566 %
epoch 48, minibatch 166/166, validation error 4.626263 %
epoch 49, minibatch 166/166, validation error 4.595960 %
epoch 51, minibatch 166/166, validation error 4.585859 %
epoch 52, minibatch 166/166, validation error 4.555556 %
epoch 53, minibatch 166/166, validation error 4.525253 %
epoch 54, minibatch 166/166, validation error 4.464646 %
epoch 55, minibatch 166/166, validation error 4.434343 %
epoch 56, minibatch 166/166, validation error 4.353535 %
epoch 58, minibatch 166/166, validation error 4.313131 %
epoch 59, minibatch 166/166, validation error 4.303030 %
epoch 60, minibatch 166/166, validation error 4.282828 %
epoch 61, minibatch 166/166, validation error 4.232323 %
epoch 62, minibatch 166/166, validation error 4.181818 %
epoch 63, minibatch 166/166, validation error 4.131313 %
epoch 64, minibatch 166/166, validation error 4.111111 %
epoch 67, minibatch 166/166, validation error 4.101010 %
epoch 68, minibatch 166/166, validation error 4.050505 %
epoch 78, minibatch 166/166, validation error 4.040404 %
epoch 79, minibatch 166/166, validation error 4.020202 %
epoch 80, minibatch 166/166, validation error 3.909091 %
epoch 81, minibatch 166/166, validation error 3.898990 %
epoch 82, minibatch 166/166, validation error 3.898990 %
epoch 83, minibatch 166/166, validation error 3.888889 %
epoch 98, minibatch 166/166, validation error 3.868687 %
epoch 108, minibatch 166/166, validation error 3.828283 %
epoch 119, minibatch 166/166, validation error 3.818182 %
epoch 123, minibatch 166/166, validation error 3.777778 %
epoch 124, minibatch 166/166, validation error 3.757576 %
Selection : Best validation score of 3.75757575758 %
training member 3
epoch 1, minibatch 166/166, validation error 12.929293 %
epoch 2, minibatch 166/166, validation error 11.262626 %
epoch 3, minibatch 166/166, validation error 10.212121 %
epoch 4, minibatch 166/166, validation error 9.616162 %
epoch 5, minibatch 166/166, validation error 9.262626 %
epoch 6, minibatch 166/166, validation error 8.868687 %
epoch 7, minibatch 166/166, validation error 8.626263 %
epoch 8, minibatch 166/166, validation error 8.474747 %
epoch 9, minibatch 166/166, validation error 8.222222 %
epoch 10, minibatch 166/166, validation error 7.989899 %
epoch 11, minibatch 166/166, validation error 7.757576 %
epoch 12, minibatch 166/166, validation error 7.545455 %
epoch 13, minibatch 166/166, validation error 7.373737 %
epoch 14, minibatch 166/166, validation error 7.202020 %
epoch 15, minibatch 166/166, validation error 7.030303 %
epoch 16, minibatch 166/166, validation error 6.929293 %
epoch 17, minibatch 166/166, validation error 6.767677 %
epoch 18, minibatch 166/166, validation error 6.707071 %
epoch 19, minibatch 166/166, validation error 6.585859 %
epoch 20, minibatch 166/166, validation error 6.464646 %
epoch 21, minibatch 166/166, validation error 6.333333 %
epoch 22, minibatch 166/166, validation error 6.272727 %
epoch 23, minibatch 166/166, validation error 6.191919 %
epoch 24, minibatch 166/166, validation error 6.161616 %
epoch 25, minibatch 166/166, validation error 6.000000 %
epoch 26, minibatch 166/166, validation error 5.939394 %
epoch 27, minibatch 166/166, validation error 5.878788 %
epoch 28, minibatch 166/166, validation error 5.787879 %
epoch 29, minibatch 166/166, validation error 5.707071 %
epoch 30, minibatch 166/166, validation error 5.676768 %
epoch 31, minibatch 166/166, validation error 5.535354 %
epoch 32, minibatch 166/166, validation error 5.494949 %
epoch 33, minibatch 166/166, validation error 5.404040 %
epoch 34, minibatch 166/166, validation error 5.404040 %
epoch 35, minibatch 166/166, validation error 5.353535 %
epoch 36, minibatch 166/166, validation error 5.343434 %
epoch 37, minibatch 166/166, validation error 5.323232 %
epoch 38, minibatch 166/166, validation error 5.262626 %
epoch 39, minibatch 166/166, validation error 5.181818 %
epoch 41, minibatch 166/166, validation error 5.131313 %
epoch 42, minibatch 166/166, validation error 5.111111 %
epoch 43, minibatch 166/166, validation error 5.040404 %
epoch 44, minibatch 166/166, validation error 5.010101 %
epoch 47, minibatch 166/166, validation error 4.979798 %
epoch 48, minibatch 166/166, validation error 4.919192 %
epoch 51, minibatch 166/166, validation error 4.868687 %
epoch 52, minibatch 166/166, validation error 4.858586 %
epoch 53, minibatch 166/166, validation error 4.848485 %
epoch 54, minibatch 166/166, validation error 4.818182 %
epoch 55, minibatch 166/166, validation error 4.767677 %
epoch 57, minibatch 166/166, validation error 4.747475 %
epoch 58, minibatch 166/166, validation error 4.666667 %
epoch 60, minibatch 166/166, validation error 4.636364 %
epoch 61, minibatch 166/166, validation error 4.606061 %
epoch 62, minibatch 166/166, validation error 4.595960 %
epoch 67, minibatch 166/166, validation error 4.565657 %
epoch 68, minibatch 166/166, validation error 4.555556 %
epoch 69, minibatch 166/166, validation error 4.525253 %
epoch 70, minibatch 166/166, validation error 4.494949 %
epoch 71, minibatch 166/166, validation error 4.444444 %
epoch 72, minibatch 166/166, validation error 4.424242 %
epoch 73, minibatch 166/166, validation error 4.373737 %
epoch 74, minibatch 166/166, validation error 4.353535 %
epoch 80, minibatch 166/166, validation error 4.303030 %
epoch 81, minibatch 166/166, validation error 4.292929 %
epoch 85, minibatch 166/166, validation error 4.282828 %
epoch 97, minibatch 166/166, validation error 4.272727 %
epoch 98, minibatch 166/166, validation error 4.252525 %
epoch 106, minibatch 166/166, validation error 4.242424 %
epoch 110, minibatch 166/166, validation error 4.222222 %
epoch 111, minibatch 166/166, validation error 4.181818 %
epoch 112, minibatch 166/166, validation error 4.161616 %
epoch 133, minibatch 166/166, validation error 4.141414 %
epoch 134, minibatch 166/166, validation error 4.111111 %
epoch 136, minibatch 166/166, validation error 4.090909 %
epoch 139, minibatch 166/166, validation error 4.090909 %
epoch 141, minibatch 166/166, validation error 4.070707 %
epoch 143, minibatch 166/166, validation error 4.060606 %
epoch 144, minibatch 166/166, validation error 4.010101 %
Selection : Best validation score of 4.0101010101 %
training member 4
epoch 1, minibatch 166/166, validation error 11.383838 %
epoch 2, minibatch 166/166, validation error 10.202020 %
epoch 3, minibatch 166/166, validation error 9.393939 %
epoch 4, minibatch 166/166, validation error 9.020202 %
epoch 5, minibatch 166/166, validation error 8.676768 %
epoch 6, minibatch 166/166, validation error 8.272727 %
epoch 7, minibatch 166/166, validation error 7.989899 %
epoch 8, minibatch 166/166, validation error 7.757576 %
epoch 9, minibatch 166/166, validation error 7.424242 %
epoch 10, minibatch 166/166, validation error 7.343434 %
epoch 11, minibatch 166/166, validation error 7.151515 %
epoch 12, minibatch 166/166, validation error 6.949495 %
epoch 13, minibatch 166/166, validation error 6.808081 %
epoch 14, minibatch 166/166, validation error 6.737374 %
epoch 15, minibatch 166/166, validation error 6.595960 %
epoch 16, minibatch 166/166, validation error 6.505051 %
epoch 17, minibatch 166/166, validation error 6.353535 %
epoch 18, minibatch 166/166, validation error 6.282828 %
epoch 19, minibatch 166/166, validation error 6.222222 %
epoch 20, minibatch 166/166, validation error 6.070707 %
epoch 21, minibatch 166/166, validation error 6.010101 %
epoch 22, minibatch 166/166, validation error 5.909091 %
epoch 23, minibatch 166/166, validation error 5.808081 %
epoch 24, minibatch 166/166, validation error 5.737374 %
epoch 25, minibatch 166/166, validation error 5.646465 %
epoch 26, minibatch 166/166, validation error 5.575758 %
epoch 27, minibatch 166/166, validation error 5.505051 %
epoch 28, minibatch 166/166, validation error 5.404040 %
epoch 29, minibatch 166/166, validation error 5.373737 %
epoch 30, minibatch 166/166, validation error 5.333333 %
epoch 31, minibatch 166/166, validation error 5.222222 %
epoch 32, minibatch 166/166, validation error 5.141414 %
epoch 36, minibatch 166/166, validation error 5.050505 %
epoch 37, minibatch 166/166, validation error 4.979798 %
epoch 38, minibatch 166/166, validation error 4.909091 %
epoch 39, minibatch 166/166, validation error 4.868687 %
epoch 40, minibatch 166/166, validation error 4.808081 %
epoch 41, minibatch 166/166, validation error 4.747475 %
epoch 42, minibatch 166/166, validation error 4.686869 %
epoch 43, minibatch 166/166, validation error 4.656566 %
epoch 44, minibatch 166/166, validation error 4.575758 %
epoch 46, minibatch 166/166, validation error 4.525253 %
epoch 47, minibatch 166/166, validation error 4.515152 %
epoch 48, minibatch 166/166, validation error 4.454545 %
epoch 49, minibatch 166/166, validation error 4.424242 %
epoch 50, minibatch 166/166, validation error 4.383838 %
epoch 54, minibatch 166/166, validation error 4.333333 %
epoch 55, minibatch 166/166, validation error 4.323232 %
epoch 56, minibatch 166/166, validation error 4.282828 %
epoch 57, minibatch 166/166, validation error 4.262626 %
epoch 58, minibatch 166/166, validation error 4.202020 %
epoch 59, minibatch 166/166, validation error 4.181818 %
epoch 60, minibatch 166/166, validation error 4.141414 %
epoch 64, minibatch 166/166, validation error 4.050505 %
epoch 67, minibatch 166/166, validation error 4.030303 %
epoch 68, minibatch 166/166, validation error 4.010101 %
epoch 69, minibatch 166/166, validation error 3.969697 %
epoch 77, minibatch 166/166, validation error 3.959596 %
epoch 78, minibatch 166/166, validation error 3.939394 %
epoch 79, minibatch 166/166, validation error 3.939394 %
epoch 80, minibatch 166/166, validation error 3.929293 %
epoch 83, minibatch 166/166, validation error 3.919192 %
epoch 84, minibatch 166/166, validation error 3.868687 %
epoch 85, minibatch 166/166, validation error 3.868687 %
epoch 90, minibatch 166/166, validation error 3.838384 %
epoch 91, minibatch 166/166, validation error 3.818182 %
epoch 92, minibatch 166/166, validation error 3.797980 %
epoch 93, minibatch 166/166, validation error 3.787879 %
epoch 123, minibatch 166/166, validation error 3.747475 %
Selection : Best validation score of 3.74747474747 %
training member 5
epoch 1, minibatch 166/166, validation error 12.787879 %
epoch 2, minibatch 166/166, validation error 11.636364 %
epoch 3, minibatch 166/166, validation error 10.727273 %
epoch 4, minibatch 166/166, validation error 10.303030 %
epoch 5, minibatch 166/166, validation error 9.858586 %
epoch 6, minibatch 166/166, validation error 9.323232 %
epoch 7, minibatch 166/166, validation error 8.989899 %
epoch 8, minibatch 166/166, validation error 8.555556 %
epoch 9, minibatch 166/166, validation error 8.292929 %
epoch 10, minibatch 166/166, validation error 8.000000 %
epoch 11, minibatch 166/166, validation error 7.797980 %
epoch 12, minibatch 166/166, validation error 7.616162 %
epoch 13, minibatch 166/166, validation error 7.525253 %
epoch 14, minibatch 166/166, validation error 7.333333 %
epoch 15, minibatch 166/166, validation error 7.202020 %
epoch 16, minibatch 166/166, validation error 7.090909 %
epoch 17, minibatch 166/166, validation error 6.969697 %
epoch 18, minibatch 166/166, validation error 6.878788 %
epoch 19, minibatch 166/166, validation error 6.797980 %
epoch 20, minibatch 166/166, validation error 6.656566 %
epoch 21, minibatch 166/166, validation error 6.565657 %
epoch 22, minibatch 166/166, validation error 6.444444 %
epoch 23, minibatch 166/166, validation error 6.424242 %
epoch 24, minibatch 166/166, validation error 6.373737 %
epoch 25, minibatch 166/166, validation error 6.333333 %
epoch 26, minibatch 166/166, validation error 6.151515 %
epoch 27, minibatch 166/166, validation error 6.090909 %
epoch 28, minibatch 166/166, validation error 5.949495 %
epoch 29, minibatch 166/166, validation error 5.929293 %
epoch 30, minibatch 166/166, validation error 5.828283 %
epoch 31, minibatch 166/166, validation error 5.777778 %
epoch 32, minibatch 166/166, validation error 5.696970 %
epoch 33, minibatch 166/166, validation error 5.626263 %
epoch 34, minibatch 166/166, validation error 5.585859 %
epoch 35, minibatch 166/166, validation error 5.484848 %
epoch 36, minibatch 166/166, validation error 5.434343 %
epoch 37, minibatch 166/166, validation error 5.424242 %
epoch 38, minibatch 166/166, validation error 5.333333 %
epoch 39, minibatch 166/166, validation error 5.282828 %
epoch 42, minibatch 166/166, validation error 5.232323 %
epoch 43, minibatch 166/166, validation error 5.212121 %
epoch 44, minibatch 166/166, validation error 5.131313 %
epoch 45, minibatch 166/166, validation error 5.101010 %
epoch 47, minibatch 166/166, validation error 5.030303 %
epoch 48, minibatch 166/166, validation error 5.000000 %
epoch 49, minibatch 166/166, validation error 5.000000 %
epoch 50, minibatch 166/166, validation error 4.959596 %
epoch 51, minibatch 166/166, validation error 4.919192 %
epoch 52, minibatch 166/166, validation error 4.898990 %
epoch 53, minibatch 166/166, validation error 4.848485 %
epoch 54, minibatch 166/166, validation error 4.787879 %
epoch 56, minibatch 166/166, validation error 4.707071 %
epoch 58, minibatch 166/166, validation error 4.696970 %
epoch 60, minibatch 166/166, validation error 4.676768 %
epoch 61, minibatch 166/166, validation error 4.606061 %
epoch 64, minibatch 166/166, validation error 4.575758 %
epoch 65, minibatch 166/166, validation error 4.535354 %
epoch 66, minibatch 166/166, validation error 4.525253 %
epoch 67, minibatch 166/166, validation error 4.454545 %
epoch 70, minibatch 166/166, validation error 4.454545 %
epoch 74, minibatch 166/166, validation error 4.444444 %
epoch 75, minibatch 166/166, validation error 4.424242 %
epoch 77, minibatch 166/166, validation error 4.373737 %
epoch 78, minibatch 166/166, validation error 4.363636 %
epoch 79, minibatch 166/166, validation error 4.313131 %
epoch 98, minibatch 166/166, validation error 4.303030 %
epoch 99, minibatch 166/166, validation error 4.252525 %
epoch 100, minibatch 166/166, validation error 4.232323 %
epoch 101, minibatch 166/166, validation error 4.212121 %
epoch 102, minibatch 166/166, validation error 4.202020 %
epoch 103, minibatch 166/166, validation error 4.171717 %
epoch 107, minibatch 166/166, validation error 4.151515 %
epoch 110, minibatch 166/166, validation error 4.141414 %
epoch 112, minibatch 166/166, validation error 4.121212 %
epoch 117, minibatch 166/166, validation error 4.111111 %
epoch 118, minibatch 166/166, validation error 4.090909 %
epoch 120, minibatch 166/166, validation error 4.050505 %
epoch 121, minibatch 166/166, validation error 4.010101 %
epoch 124, minibatch 166/166, validation error 3.979798 %
epoch 134, minibatch 166/166, validation error 3.969697 %
epoch 152, minibatch 166/166, validation error 3.949495 %
epoch 169, minibatch 166/166, validation error 3.929293 %
epoch 170, minibatch 166/166, validation error 3.898990 %
epoch 171, minibatch 166/166, validation error 3.878788 %
epoch 172, minibatch 166/166, validation error 3.868687 %
Selection : Best validation score of 3.86868686869 %
training member 6
epoch 1, minibatch 166/166, validation error 12.535354 %
epoch 2, minibatch 166/166, validation error 10.929293 %
epoch 3, minibatch 166/166, validation error 10.111111 %
epoch 4, minibatch 166/166, validation error 9.696970 %
epoch 5, minibatch 166/166, validation error 9.404040 %
epoch 6, minibatch 166/166, validation error 9.141414 %
epoch 7, minibatch 166/166, validation error 8.818182 %
epoch 8, minibatch 166/166, validation error 8.646465 %
epoch 9, minibatch 166/166, validation error 8.414141 %
epoch 10, minibatch 166/166, validation error 8.323232 %
epoch 11, minibatch 166/166, validation error 8.141414 %
epoch 12, minibatch 166/166, validation error 7.949495 %
epoch 13, minibatch 166/166, validation error 7.777778 %
epoch 14, minibatch 166/166, validation error 7.686869 %
epoch 15, minibatch 166/166, validation error 7.494949 %
epoch 16, minibatch 166/166, validation error 7.353535 %
epoch 17, minibatch 166/166, validation error 7.202020 %
epoch 18, minibatch 166/166, validation error 7.151515 %
epoch 19, minibatch 166/166, validation error 7.030303 %
epoch 20, minibatch 166/166, validation error 6.929293 %
epoch 21, minibatch 166/166, validation error 6.818182 %
epoch 22, minibatch 166/166, validation error 6.777778 %
epoch 23, minibatch 166/166, validation error 6.727273 %
epoch 24, minibatch 166/166, validation error 6.636364 %
epoch 25, minibatch 166/166, validation error 6.595960 %
epoch 26, minibatch 166/166, validation error 6.565657 %
epoch 27, minibatch 166/166, validation error 6.464646 %
epoch 28, minibatch 166/166, validation error 6.434343 %
epoch 29, minibatch 166/166, validation error 6.333333 %
epoch 30, minibatch 166/166, validation error 6.303030 %
epoch 31, minibatch 166/166, validation error 6.262626 %
epoch 32, minibatch 166/166, validation error 6.121212 %
epoch 33, minibatch 166/166, validation error 6.070707 %
epoch 34, minibatch 166/166, validation error 6.010101 %
epoch 35, minibatch 166/166, validation error 5.959596 %
epoch 36, minibatch 166/166, validation error 5.919192 %
epoch 37, minibatch 166/166, validation error 5.797980 %
epoch 38, minibatch 166/166, validation error 5.757576 %
epoch 39, minibatch 166/166, validation error 5.656566 %
epoch 40, minibatch 166/166, validation error 5.636364 %
epoch 41, minibatch 166/166, validation error 5.626263 %
epoch 42, minibatch 166/166, validation error 5.626263 %
epoch 43, minibatch 166/166, validation error 5.565657 %
epoch 44, minibatch 166/166, validation error 5.545455 %
epoch 45, minibatch 166/166, validation error 5.434343 %
epoch 47, minibatch 166/166, validation error 5.404040 %
epoch 48, minibatch 166/166, validation error 5.363636 %
epoch 49, minibatch 166/166, validation error 5.303030 %
epoch 50, minibatch 166/166, validation error 5.222222 %
epoch 52, minibatch 166/166, validation error 5.171717 %
epoch 54, minibatch 166/166, validation error 5.161616 %
epoch 55, minibatch 166/166, validation error 5.151515 %
epoch 56, minibatch 166/166, validation error 5.121212 %
epoch 57, minibatch 166/166, validation error 5.070707 %
epoch 58, minibatch 166/166, validation error 5.010101 %
epoch 59, minibatch 166/166, validation error 5.000000 %
epoch 60, minibatch 166/166, validation error 4.989899 %
epoch 61, minibatch 166/166, validation error 4.979798 %
epoch 62, minibatch 166/166, validation error 4.969697 %
epoch 63, minibatch 166/166, validation error 4.949495 %
epoch 65, minibatch 166/166, validation error 4.939394 %
epoch 67, minibatch 166/166, validation error 4.888889 %
epoch 69, minibatch 166/166, validation error 4.878788 %
epoch 70, minibatch 166/166, validation error 4.828283 %
epoch 71, minibatch 166/166, validation error 4.797980 %
epoch 72, minibatch 166/166, validation error 4.757576 %
epoch 73, minibatch 166/166, validation error 4.747475 %
